vn_id,staff_id,position_id,note
21705,12246,1,
21705,18145,1,
21705,8006,1,Guest artist
21705,4847,1,
21705,16084,1,
21705,5197,2,
21705,16511,1,Guest artist
21705,18147,1,
21705,4846,1,
21705,3258,1,
21920,6126,3,ED
21920,1523,3,Music production
21920,5908,6,Movie
21920,6414,1,SD
21920,3109,7,"OP ""Koneko Neko Neko"""
21920,7573,5,
21920,7573,1,
21920,18042,7,"ED ""Everyday Everything"""
21920,5773,5,
21920,5773,1,
21920,17174,1,Backgrounds
21920,5907,6,"OP, ED lyrics"
21920,12864,5,
21920,12864,1,
21920,5249,2,
21920,6127,3,OP
22312,14991,2,
22312,2039,6,"Draft, supervision"
22312,3751,5,
22312,3751,1,
22312,3734,2,
22312,5714,5,
22312,5714,1,
22312,4868,2,
22944,4555,1,
22944,3925,2,
23227,1693,7,"Theme song ""Wander, wander, wonder"""
23227,2876,5,
23227,2876,1,
23227,3410,2,
24300,21159,7,"OP ""Akaku Kagayaku Yuki"" and ED ""餞 -H.A.N.A.M.U.K.E-"""
24300,16515,1,
24699,14174,4,
24699,14174,6,Programming
24699,14179,1,Backgrounds
24699,14175,6,Misc programming
24699,14178,1,Good end CGs
24699,14177,3,
24877,4717,2,
24877,3867,5,
24877,3867,1,
24877,3355,3,
25195,732,6,UI design
25195,2121,5,
25258,13040,3,
25258,20812,1,
25646,8389,2,
25646,8389,1,
26817,19717,1,
26817,3703,2,
27140,17141,2,
27189,8858,3,
27295,2859,1,
27930,20438,1,
27930,20438,6,Graphic designer
27930,12410,2,
27930,12410,4,
172,2285,5,
172,2285,1,
172,1444,2,
172,1444,4,"Also planning, Game Design"
172,1666,1,Additional CGs in Neos and Alternative
515,105,7,"PC OP ""Rengoku"" (chorus)"
515,16390,6,Executive producer (PS2)
515,61,5,
515,61,4,
515,61,1,
515,1017,6,Special thanks (PS2)
515,97,3,
515,62,2,
515,8558,2,PS2
515,11563,2,PS2
515,64,7,"PC OP ""Rengoku"", PS2 OP ""LUNA"""
515,14987,6,Graphics supervision
515,16778,6,Scripting (PS2)
697,17081,5,
697,17081,4,
697,17076,2,
891,2475,2,
891,1022,3,OP production
891,10020,1,
891,2431,3,BGM
891,742,7,"OP ""Stars Biscuit"""
891,742,6,OP lyrics
891,4301,6,OP movie
891,2243,3,OP
901,7438,2,
901,6530,1,
992,1078,6,Complete Edition OP movie
992,2030,7,"ED ""God, Please Close Your Eyes"", La Campanella OP ""Kakumei Zenya"""
992,4705,2,
992,4705,5,
992,4705,1,
992,4705,6,Lyrics for all songs
992,5414,1,
992,6547,3,OP composition
992,5413,2,
992,3003,7,"OP ""Wolf and the Lamb's Confession"""
992,643,7,"Complete Edition OP ""Meteorite Cry~ sakebu ryousei ~"""
1180,3584,2,
1180,1008,6,Supervisor (PS2)
1180,19769,6,Programming (PS2)
1180,4641,3,OP lyrics
1180,4641,7,"OP ""Mikansei no Shiro"""
1180,12899,3,"OP composition, arrangement"
1180,3817,2,
1180,1509,1,
1180,12897,2,
1180,14437,4,PS2
1708,2060,5,
1708,2836,5,
1708,1332,3,
1708,1866,5,
1708,2379,7,"OP ""IF: Kono Sekai de"", ED ""BELIEVE"" (as yozurino*)"
1708,2055,1,Kotori Love Ex P
1708,104,7,"Insert song ""Ai no Sora"" and ED ""Love Song Utao!"""
1708,7437,7,"PC OP ""Tokimeki Bouquet"""
1708,2845,5,
1708,1109,7,"ED ""BELIEVE"" (as yozurino*), Insert songs ""Da Capo ~Dai-ni Botan no Chikai~"" and ""Dream ~The other side~"""
1962,542,2,
1962,105,7,"OP ""Power of Love"""
1962,2947,7,"ED ""Kimi to Futari de"""
1962,3722,2,
1962,1783,3,BGM
1962,3341,1,SD art
1962,3343,1,
1962,2799,2,
1962,2260,3,"OP, ED"
1962,3410,2,H-scenes
2098,13279,6,Original creator
2894,1081,3,
2894,7589,1,
2894,6110,2,
2894,6109,2,
2971,1751,4,The Motion version
2971,1751,6,CG Supervision
2971,3874,5,
2971,3874,1,
2971,4867,2,
2971,4438,2,
2971,4439,3,
3195,7957,2,
3195,7957,4,
3195,3261,5,
3195,3261,1,
3350,1582,1,
3447,5800,2,
3447,5798,1,
3977,1081,3,BGM
3977,378,2,Main route and Laplace Vision scenes
3977,4225,4,
3977,65,7,"OP ""White...Shining wing"""
3977,1125,3,BGM
3977,8476,2,Assistant writer
3977,8476,5,
3977,8476,1,
3977,8476,6,Planning
3977,997,7,"ED ""Douhyou no Uta"""
4093,1607,2,
4093,1054,1,
4093,3585,3,
4211,17098,1,
4211,6253,2,
4472,10384,6,Main animation animation director
4472,16192,3,
4472,16190,4,
4472,17096,5,
4556,7946,5,
4556,9854,5,Princess Mirage
4556,9791,7,"OP ""Dream Girl"" and ED ""Show Me"""
4761,7229,2,
4761,7230,1,
5067,4615,3,
5067,6720,2,
5067,6719,1,
5098,541,2,
5098,1447,2,
5098,7430,7,"OP ""te espero regresar"""
5098,376,2,Assistant Writer
5098,539,2,Assistant Writer
5098,18067,1,Assistant artist
5098,2239,1,
5098,2568,3,
5098,17749,1,Assistant artist
5230,3123,2,
5230,3123,4,
5230,3123,6,Planning
5230,2372,3,
5230,3491,2,Assistant
5230,3490,2,Assistant
5230,3417,2,Assistant
5230,1509,1,
5230,3489,2,Assistant
5305,12709,1,
5720,10327,2,
5720,1870,6,
5868,19786,2,
5868,615,7,"OP ""Sotsugyou"""
5868,4280,3,
5868,12709,1,
6051,7510,1,
6051,9919,3,
6051,9012,2,
6058,10327,2,
6134,4289,1,
6157,7257,1,Background Material Supply
6157,3499,2,
6157,1590,1,
6342,5216,7,"OP ""Sa♥yo♥na♥ra"""
6342,9366,2,
6342,19648,3,
6622,2624,1,
6622,1078,6,OP movie
6622,19046,3,
6622,3173,7,OP
6899,20042,6,Cell work
6899,15737,6,Supervisor
6899,18695,2,
6899,18689,1,
6949,7140,1,
7135,6516,3,
7135,12299,2,
7135,12298,1,
7404,4642,5,
7404,4642,1,
7404,5751,3,"Insert song ""HIKARI"" & ED arrangement"
7404,2945,6,Love flower lyrics
7404,1906,2,
7404,2604,6,"OP & Insert song ""Rail of dream"" lyrics"
7404,6009,3,"Love flower composition, arrangement"
7404,454,7,"OP ""Miracle Melody"", ED ""ENERGY LIGHT"""
7404,502,7,"Insert song ""Love flower"""
7404,6008,3,
7404,79,7,"Insert song ""HIKARI"""
7404,9564,3,
7404,4641,3,"ED composition, lyrics"
7404,5749,6,Movie
7404,10838,7,"Insert song ""Rail of dream"""
7404,7445,2,
7485,2110,1,
7494,6662,2,
7494,6661,4,
7494,7268,1,
7647,11817,4,Assistant director
7647,19768,6,"Backgrounds, insert movie material,"
7647,16390,6,Executive producer
7647,1017,3,BGM
7647,1017,6,Sound effects
7647,16389,1,
7647,2067,4,
7647,2067,6,Producer
7647,4996,6,Voice file editing
7647,15621,6,"Coloring, coloring supervision"
7647,17199,6,CG coloring
7647,8632,5,
7647,8632,1,
7647,8632,6,"Storyboards, art supervision"
7647,1026,7,"OP ""Private place"" and ED ""Ryuukoku no Kanata e"""
7647,3209,2,
7647,3209,6,Scenario supervision
7711,4158,3,BGM
7711,7087,2,
7723,717,7,"OP ""World's End"""
7723,2791,2,Assistant writer
7723,2791,6,Script
7723,3809,6,Sound Editing
7723,1025,7,"True Route ED ""Sousei no Thanatos"""
7723,2757,3,OP
7723,6295,2,Michiru's after story
7723,6295,6,Lyrics for all EDs
7723,8136,6,Producer
7723,363,7,"After Story ED ""Angel"", Michiru After ED ""crystal clear"""
7723,431,5,
7723,431,1,
7723,2616,2,Yumiko's after story
7723,2174,3,"After Story ED, True Route ED"
7723,3023,6,OP Animations
7723,3770,5,
7723,3770,1,
7723,3770,6,Graphics
7723,2901,3,BGM
7723,4163,6,"PV, ED Movie"
7723,7014,3,Michiru After ED
7723,6294,2,Sachi's after story
7723,3022,5,
7723,3022,1,
7723,364,2,"Caprice no Mayu, Amane & Makina's after stories"
7731,16444,7,OP and ED
7793,436,1,
7793,7693,2,
7813,3980,3,
7813,8997,2,
7813,8994,1,
7995,7674,2,
7995,7676,1,
7995,7671,3,
7995,3033,1,
8108,3605,1,
8352,546,2,
8352,13753,1,
8686,15212,6,Special thanks
8686,15270,6,Game program
8686,16558,1,
8686,5908,6,Special thanks
8686,15273,4,
8686,11384,6,System
9323,7577,5,
9323,7577,1,
9323,3809,3,BGM
9323,14593,3,ED
9323,3800,2,
9323,2837,2,
9360,10516,1,
9454,8184,3,
9669,1022,3,
9669,6064,3,OP
9669,11649,2,
9669,3271,1,
9669,1958,2,
9669,742,7,"OP ""amethyst"""
9669,742,6,OP lyrics
9818,8363,1,
9856,1022,3,
9856,4812,3,
9856,9345,2,
9856,3273,2,
9856,6603,3,Theme song
10020,7506,5,
10020,7506,1,
10020,3584,2,
10020,4641,7,"OP ""Koumaroku"", Insert songs ""Suna no Kakera"" and ""Itsumo Soba ni..."", ED ""Natsukashii Kioku"""
10020,4641,6,Songs lyrics
10072,4153,3,
10072,4124,1,
10072,2679,2,
10072,9008,6,Planning and supervision
10099,7257,6,Background material supply
10099,3499,4,
10099,3499,6,"Planning, scenario supervision, scripting"
10099,5281,1,Background
10099,5280,1,Background
10099,5282,1,
10099,8440,6,Design works
10117,5614,1,
10117,1118,2,
10118,11998,6,"Coloring, design"
10118,8493,6,Planning
10118,8492,2,
10118,6398,1,
10441,6669,2,
10653,4417,1,
10653,12268,2,
10653,12267,3,
10919,4483,1,
10919,8303,3,
10919,5807,1,
10919,4484,2,
10919,366,2,
11416,3809,3,
11416,3798,2,
11416,1582,1,
12430,9347,2,
12430,9348,6,Planning
12430,6398,1,
12700,19453,2,
13043,9698,2,
13043,11054,5,
13043,11054,1,
13628,5572,7,"ED ""Remember one more time."""
13628,5562,1,
13628,5565,2,
13628,5565,6,Lyrics
13628,4610,3,Composition of all songs
13628,5568,2,
13628,4611,3,"BGM, OP & ED arrangement"
13628,5563,1,SD
13628,5566,2,
13628,2752,7,"OP ""Haruka Kanata"""
13628,5571,3,
13628,6563,6,OP movie
13628,5567,2,
13628,5569,2,
13628,5570,2,
13628,5564,1,
13628,4870,2,
13628,4612,7,"Insert song ""Ano Hi wa Natsu no Hi"""
13628,19704,7,"True ED ""Aoi Hane no Kiseki"""
13682,7529,1,
13682,6110,2,
13682,6109,2,
13682,6112,2,
13974,225,1,
13974,8716,2,
13997,7349,4,
13997,4097,5,
13997,4097,1,
13997,5251,3,OP
13997,6963,2,
13997,1393,7,"OP ""Innocencia"""
13997,2449,2,
13997,7233,6,Lyrics
13997,6258,2,
13997,1391,3,BGM
14089,3809,3,
14089,14063,2,
14089,4580,5,
14089,4580,1,
14089,16169,7,"OP ""Arura Yuzuriha"""
14193,4153,3,
14193,4154,3,
14193,9010,2,
14193,3766,1,
14193,959,3,
14668,18637,1,
14668,4875,2,
14830,3809,3,
14830,7268,5,
14830,3797,2,
14830,14361,7,Theme Song 『一瞬ＬＩＶＥ～人生ＴＯＵＲ～』
14867,1118,2,
14867,3788,1,
15640,4471,7,"ED ""Kimi to Nara ~Kagayakidasu Prism~"
15640,9633,6,Concept design
15640,18361,2,
15640,14843,2,Main
15640,13604,2,
15640,454,7,"OP ""Promising Observation"""
15640,4340,5,
15640,4340,4,
15640,4340,1,
15640,4340,6,Producer
15640,5733,3,ED
15640,18346,2,
15640,12890,3,BGM
15640,2841,5,
15640,2841,1,
15640,3081,2,
15640,18350,2,
15898,8821,5,
15898,8821,1,
15898,2090,2,
15898,2090,6,Planning
16195,19842,3,OST composition
16275,10519,1,
16275,5122,3,
16275,7685,2,
16275,10520,2,
16292,6262,2,
16516,717,7,"OP ""Yume to Iro de Dekiteiru"""
16516,2985,2,
16516,2985,6,Planning
16516,13628,3,
16516,1673,5,
16516,1673,1,
16516,6172,1,SD
16516,378,2,H-scene
16516,17856,3,"OP, ED"
16516,17856,6,OP & ED lyrics
16516,20060,6,Producer
16516,19149,3,
16673,3170,6,Special thanks
16673,15864,6,"Brand producer, PR"
16673,2765,4,
16673,2765,6,"Planning, original concept, sound effects, script, debug"
16673,15863,6,"Script, debug"
16673,14435,3,
16673,5893,2,
16673,17843,6,Special thanks
16673,5656,5,
16673,5656,1,
16673,6013,6,Script
16673,17430,6,"Script, debug"
16673,5660,6,Executive producer
16702,13783,5,
16702,17133,3,BGM arrangement (PS ver.)
16702,17124,3,PS ver. ED arrangement
16702,11224,2,
16702,11224,4,
16702,11224,6,Game design
16702,17122,7,"PS ver. OP ""Tameraibito"""
16702,17134,3,BGM arrangement (PS ver.)
16702,17118,3,BGM (PS ver.)
16702,17121,3,PS ver. OP arrangement
16702,17132,7,"PS ver. ED ""Rojiura no Keshiki"""
16702,7149,3,"PS ver. ED lyrics, composition"
16702,17119,3,"BGM (PS ver.), PS ver. ED lyrics"
16702,17123,6,PS ver. ED lyrics
16762,2191,3,
17395,8829,2,
17395,12322,1,
17994,8493,6,Project
17994,8492,2,
17994,6398,1,
18459,9139,2,
18459,9025,1,
18651,12958,6,Coloring
18651,3752,1,
18651,1877,6,Sound effects
18651,11787,6,Coloring
18651,5999,6,Movie
18651,16358,6,Coloring
18651,6012,6,"Script, sound effects"
18651,5988,6,Coloring
18651,7387,3,"OP, Insert song, ED"
18651,5585,6,Movie
18651,363,7,"Grand ED ""Kakegae no nai jikan"""
18651,10593,7,"Insert song ""Kurenai Fubuki"", ED ""Kimi to Tsumugu Uta"""
18651,7016,6,Special thanks
18651,11114,2,
18651,15967,6,"Logo design, system design"
18651,2942,3,
18651,6011,2,
18651,6011,4,
18651,6011,6,"Planning, producer"
18651,64,7,"OP ""Sketchbook"""
18651,6013,6,Script
18651,2940,1,
18831,431,1,
18831,3022,1,
18831,364,2,
18915,19999,2,
18915,19999,1,
19042,3938,2,
19042,2079,1,
19143,5861,2,
19379,13857,5,
19379,13858,5,
19379,13858,1,
19379,2195,3,
19379,11831,2,
19379,13861,1,
19379,13859,5,
19600,5987,1,
19600,1523,3,BGM
19600,5128,2,
19600,1598,2,
19600,3581,1,
19646,7567,1,
19646,13344,2,
19653,12646,2,
19653,4845,1,
19813,13019,2,
19813,13019,5,
19813,13019,4,
19813,13019,1,
19813,13018,3,
19813,13020,6,Programmer
19813,13021,6,Animator
19813,12550,3,
19946,2625,7,"OP ""Sono Ai Torasete Itadakimasu!"" (under name Moe Koe KakumeiBERG)"
19946,7217,2,
19946,6163,1,
19946,3624,3,"OP composition, lyrics"
19946,3624,7,"OP ""Sono Ai Torasete Itadakimasu!"" (under name Moe Koe KakumeiBERG)"
19946,502,7,"OP ""Sono Ai Torasete Itadakimasu!"" (under name Moe Koe KakumeiBERG)"
19946,6208,3,OP arrangement
19946,1633,7,"OP ""Sono Ai Torasete Itadakimasu!"" (under name Moe Koe KakumeiBERG)"
19946,3331,1,Ayane & Chika
19946,3777,1,
19972,21107,1,
20198,14991,2,Assistant writer
20198,14991,6,Script
20198,5363,6,Script
20198,7217,6,Graphics
20198,9222,6,Graphics
20198,8561,2,
20198,8561,6,Planning
20198,2447,2,Assistant writer
20198,2447,6,Script
20198,1585,5,
20198,1585,1,
20198,17755,4,
20198,4868,2,Assistant writer
20198,7444,1,Assistant artist
20198,9223,6,Graphics
20198,7471,6,Producer
20504,4561,2,
20504,4562,1,
20600,4088,7,"OP ""Koi no A wa Shinken Shoubu!"""
20600,1823,5,
20600,1823,1,
20600,8067,6,Scripting
20600,796,7,"OP ""Koi no A wa Shinken Shoubu!"""
20600,2043,7,"OP ""Koi no A wa Shinken Shoubu!"""
20600,352,7,"Insert song ""24 Toki no Maid-san"""
20600,2616,6,Logo design
20600,1454,2,
20600,1454,6,Planning
20908,1523,3,BGM
20908,3109,7,"OP ""Kyougaku-teki Happiness"""
20908,18042,7,"ED ""Kitto..."""
20908,3494,4,"Planning, supervision"
20908,16116,2,
20908,4336,5,
20908,4336,1,
21739,16261,6,Producer
21739,2,6,Supervision
21739,10182,2,
21739,11419,5,
21739,142,5,Original character design
21739,10719,5,Original Arjuna and Karna design
21739,16310,7,"OP ""JUSTICE"""
22138,3795,2,
22138,3809,3,BGM
22138,18820,3,OP composition
22138,14593,6,OP production
22138,4684,5,
22138,4684,1,
22138,14009,7,"OP ""Be myself"""
22138,14009,6,OP lyrics
22506,19416,1,
22506,19415,2,
23034,17505,2,
23034,3698,2,
23034,5445,5,
23034,5445,1,
23749,13687,1,"Logo, GUI"
23749,20384,1,Background
23849,20679,2,
23849,20678,2,
23849,20678,3,
23849,20678,1,
24158,20965,1,"Sprite Artist, Logo Artist, additional graphics"
24158,20976,1,CGs
24158,20957,2,
24158,20957,4,
24158,20841,6,Editor
24158,20975,6,Programmer
24158,20974,1,"Programmer, additional graphics"
24328,13713,6,ED1 Lyrics
24328,9712,2,Nana route
24328,11291,1,Art of the game-within-a-game
24328,18329,3,OP Arrangement
24328,21199,5,Main design
24328,21199,1,Main artwork
24328,21200,5,Character design
24328,11260,2,Saki route
24328,11292,2,"Common route, Kokoro route"
24328,7375,3,"OP & ED2 Composition, EDs Arrangement"
24328,7375,6,ED2 Lyrics
24328,2485,2,Mahler route
24328,410,7,"ED1 ""Natsukashii Machi"""
24328,17169,7,"OP ""Place of promise"""
24328,1668,1,Art of the game-within-a-game
25055,19552,3,OP and True end ED produce
25055,19552,6,Sound effect
25055,4857,1,"Hina, Akira"
25055,10128,6,Movie
25055,5251,3,Insert song
25055,5251,6,Insert song lyrics
25055,16358,6,Coloring
25055,1393,7,"Insert song ""The Blue Sanctuary"""
25055,9549,1,Backgrounds
25055,5553,4,Assistant director
25055,4160,7,"OP and True end ED ""Missing-X-Link"""
25055,12522,4,Assistant director
25055,5245,6,Script
25055,2750,4,Assistant director
25055,16342,6,ED lyrics
25055,20893,6,Producer
25055,64,7,"ED ""Niji no Hajimari"""
25055,13497,6,Animation
25055,1400,3,OP and True end ED
25055,15968,6,PR
25055,19553,6,OP and True end ED lyrics
25055,2163,3,"BGM, ED"
25055,17792,6,Script
25479,12301,3,BGM
25479,14648,3,SE
25479,14646,3,SE
25479,14647,3,SE
25479,15324,3,SE
26323,13344,2,
26376,3783,2,
26376,5520,3,
26376,3770,5,
26376,3770,1,
26413,8729,3,
26840,18176,2,Drama mode
26840,20389,2,Drama mode
26840,11724,3,
26840,11839,2,Drama mode
27032,1604,2,
27032,3254,2,
27032,3254,6,Plot assistance
27032,11345,5,
27032,11345,1,
27032,13181,6,Coloring chief
27032,877,4,
27032,877,6,"Planning, plot"
27053,3342,3,
27053,2878,2,
27053,1023,3,
27053,5604,6,"Script, production"
27053,15062,6,Special thanks
27053,3785,2,
27053,14792,2,
27053,14792,4,
27053,3783,2,
27053,16309,6,Design
27053,454,7,"OP ""Happy Halation!"", ED ""Radiant Magic"""
27053,454,6,"OP, ED lyrics"
27053,19184,6,Programming
27053,5585,6,OP movie
27053,3340,1,
27053,2174,3,"OP, ED"
27053,20570,2,
27053,12369,2,
27161,1957,2,
27161,1957,1,
27161,3426,3,
27657,4620,3,
28259,19229,1,
28259,8095,2,
28259,16862,6,
28482,3500,3,
28482,3643,1,
28482,4316,1,
28482,3621,1,
28482,17996,1,
28482,5598,6,PV Production
28482,16419,2,
28482,4425,1,
1024,12637,3,"OP, ED"
1024,3173,7,"OP ""StarTRain"" and ED ""Promised Land"""
1024,2752,7,"Image song ""memories for us."""
1024,4159,3,
1024,1701,2,
1024,1701,6,"Planning, script, scenario supervision (PS2)"
1024,8582,1,
1036,4595,2,
1036,10587,6,OP arrangement
1036,13049,4,
1036,189,7,"OP ""Yumekoi Tensei"""
1036,7649,3,OP
1036,7649,6,OP lyrics
1036,6206,5,
1036,6206,1,
1120,464,7,"All-ages ED ""Path of Destiny"""
1120,7207,1,
1120,7314,7,"OP ""Hi-gun -Homura-"""
1120,4171,1,
1120,3468,2,
1120,15347,1,
1120,3624,3,All-ages ED composition & lyrics
1120,7567,1,PS2/PSP version
1120,4453,2,
1120,1107,7,"All-ages ED ""Path of Destiny"""
1120,3331,1,PS2/PSP version
1120,2077,1,
1312,61,1,
1312,760,7,"OP ""Suki"""
1312,4453,2,
1312,4453,6,Script
1312,4336,6,Planning
1312,14987,6,Graphics
1702,3746,5,
1702,3746,1,
1966,382,5,
2017,18381,3,
2044,13819,6,"Photography, overall programming, program (PC-98)"
2044,10641,6,"Map, units"
2044,9234,1,CG
2044,13923,1,CG
2044,13924,1,CG
2044,13924,6,Manual editing
2044,13904,1,Game backgrounds
2044,1240,2,
2044,1240,4,
2044,1240,6,Game design
2044,1253,5,Monster design
2044,1253,6,Back cover
2044,11102,1,Background
2044,1257,5,
2044,1257,4,Assistant
2044,1257,1,"Original picture, cover illustration"
2122,15994,1,
2609,1057,1,
2622,105,7,"OP ""Rocket Love Panic!"", ED ""Encore"""
2622,1023,3,Music production
2622,246,7,"Yukino & Putina's Image song ""LOVE Complex"""
2622,615,7,"El & Remi's Image song ""Family Bond"""
2622,1078,6,OP movie
2622,5190,1,SD
2622,3516,2,
2622,3516,6,Planning
2622,2604,6,El & Remi's Image song lyrics
2622,6009,3,Image song
2622,729,7,"Yukino & Putina's Image song ""LOVE Complex"""
2622,889,7,"El & Remi's Image Song ""Family Bond"""
2622,12760,1,
2622,3515,5,
2622,3515,1,
2622,5735,6,Script
2622,7014,3,"OP & ED composition, arrangement, lyrics"
2622,3517,2,
2622,5193,2,
2680,3093,2,
2680,2490,2,
2680,2876,1,
2793,9499,3,
2793,9498,2,
3240,1781,6,OP & ED production
3240,998,7,"ED ""Koibito no Tsuyosa de"""
3240,1877,3,Sound effects
3240,2970,7,"OP ""Hinomaruuuuuurrrrry"""
3240,3580,5,
3240,3580,1,
3240,1510,2,
3240,1510,6,"Planning, draft"
3240,10615,4,
3240,7158,3,"OP composition, arrangement, lyrics"
3240,4164,6,Movie
3240,5796,1,SD
3240,1400,3,BGM
3240,2903,3,"ED composition, arrangement, lyrics"
3623,5470,2,
3623,2786,1,
3623,6317,3,
3851,7217,2,
3851,7217,4,
3851,7217,6,"Original concept, coloring"
3851,9222,6,Coloring
3851,7216,2,
3851,9221,6,Producer
3851,8561,6,Script
3851,2079,5,
3851,2079,1,
3851,6567,2,
3851,4875,6,Script
3877,10687,1,
4199,4050,2,
4323,6527,1,
4333,3809,3,
4333,4453,2,
4333,10196,5,
4333,10196,1,
4416,2372,3,
4416,2734,7,"OP ""Happy◇LOVE◆Kuri~ningu"""
4602,1023,3,"BGM, music production"
4602,3565,3,"OP composition, lyrics"
4602,1275,5,
4602,122,7,"Natsuki ED ""Saint Cross Waltz"""
4602,144,7,"Sho ED ""Oresama Ai Uta"""
4602,167,7,"Masato ED ""Kishi no Kiss wa Yuki yori Yasashiku"""
4602,412,7,"OP ""Ao no Tsubasa"", Tokiya ED ""BELIEVE☆MY VOICE"""
4602,137,7,"Ren ED ""Akuma no Kiss wa Honoo yori Hageshiku"""
4602,21064,2,Main
4602,103,7,"Cecil ED ""DESTINY SONG"""
4602,2901,3,OP arrangement
4602,11681,2,Additional scenario (Repeat LOVE version)
4602,131,7,"Otoya ED ""TRUST☆MY DREAM"""
4843,246,7,"OP ""Tooi Hi no Yakuzoku"" and ED ""Yasashii Jikan"""
4843,16399,1,
4925,16769,1,
4979,2165,3,BGM
4979,2165,7,"OP ""Lively Passion!"", insert song ""Soonyuu"", ED ""Haru Koi"""
4979,2352,5,
4979,2352,1,
4979,1678,2,
5052,11635,1,
5052,5706,2,
5052,5829,4,
5675,2624,1,
5675,10559,7,"OP ""Koi no Jumon wa Nai Ai Ai"""
5675,2033,1,
5675,3772,2,
5675,5533,3,OP
5675,12665,1,
5745,8859,1,
5745,8676,7,OP
5800,1022,3,
5800,6058,3,ED Arrangement
5800,5543,1,
5800,3273,2,
5800,742,3,ED Lyrics
5800,742,7,"Theme Song ""Ren'ai Chu! Parapara Mix"""
5800,6603,3,ED Composition
5800,9271,7,"Theme Song ""Ren'ai Chu! Parapara Mix"""
5800,6180,7,"ED ""Issho ni ne ~Shiawase no Aru Basho~"
5928,2729,2,
5928,2729,4,Also project planner.
5928,2561,5,
5928,2561,1,
5954,19391,3,
5954,1192,7,"OP ""the leotard indefinitely ~Natsumi no Dance Lesson~"""
5954,14319,1,
5954,189,7,"OP ""the leotard indefinitely ~Natsumi no Dance Lesson~"""
5954,12145,7,"OP ""the leotard indefinitely ~Natsumi no Dance Lesson~"""
5976,11287,3,
5976,1442,2,
5976,9144,3,
6163,9213,1,
6269,7199,1,
6383,9253,3,
6383,9253,4,
6383,1509,5,
6599,5071,5,
6715,2475,2,
6715,10020,1,
6715,10020,6,"Planning, draft"
6715,4433,2,
6715,6647,6,Lyrics for all of the EDs
6715,3102,2,
6715,1630,7,"ED ""Shinku no Adabana"""
6715,2472,3,"OP, all of the EDs"
6715,64,7,"ED ""Yukiuta"""
6715,185,7,"OP ""Negai no Hana"", ED ""Harukaze no Fukuiin"""
6715,185,6,OP lyrics
6715,2437,7,"ED ""Karma no Inori"""
6741,541,2,
7413,1162,2,
7413,4725,1,
7413,8655,1,SD
7413,12647,3,
7418,4106,1,
7418,5060,3,
7418,4597,2,
7733,4904,2,
7733,1652,7,"DS OP ""Tenjou no Hana"""
7733,5396,5,
7733,5396,1,
7733,5122,3,
8033,523,4,
8078,7725,3,
8078,2602,6,"Series composition, Script"
8078,4378,6,Script
8078,4188,6,"Planning, Original Plan"
8078,4190,2,
8078,4190,6,Series composition
8078,4349,1,
8078,3891,6,Chief graphic artist
8215,11163,2,
8215,9131,1,
8215,5075,3,
8215,13661,2,
8215,13662,7,"OP ""Dolls Antique"""
8537,2618,7,"OP ""Toorimichi"" and ED ""To..."""
8537,96,3,
8552,6217,6,Scenario program
8552,5127,6,Cooperation
8552,12167,6,Graphic produce
8552,15215,6,Graphics director
8552,8420,2,
8552,16564,3,
8552,2152,6,Sound produce
8671,7871,1,
8671,3604,2,
8671,1675,3,PC-9821 Version Only
8671,2172,3,
8733,19750,7,Lost Love
8733,19750,6,Lost Love lyrics
8733,16534,3,
8733,12447,4,Animated parts (Injuu Gakuen EX)
8733,9174,6,EX background
8733,11384,6,System manager
8733,7864,2,
8733,12446,4,
8733,12446,6,Main program
8733,7863,1,
8733,17556,6,"Animation director, key animation (Injuu Gakuen EX)"
8733,6987,6,CG coloring (Injuu Gakuen EX)
8733,12452,6,Original work
8733,7865,2,Original and EX
8733,3262,5,Animated parts (Injuu Gakuen EX)
8733,19751,3,Lost Love
8832,515,3,
8832,18316,7,OP and ED
8832,6925,3,
8832,3861,3,
8832,6926,3,
8832,11834,3,
8832,26,2,
8832,26,5,
8832,26,4,
8832,26,1,
8949,12830,3,
8949,2183,3,
9032,246,7,"OP ""Yuuki no Palette"""
9032,11479,3,
9032,1032,7,"ED ""Mahou no Palette"""
9032,3246,1,
9625,8493,6,Production assistant
9625,9288,1,Kanbaru Suruga
9625,4433,2,
9625,15174,6,Background material
9625,4753,1,Sengoku Nadeko
9625,12228,1,Hanekawa Tsubasa
9735,4153,3,
9735,4154,3,
9735,9972,2,
9735,9010,2,
9735,9942,3,
9735,15942,1,
9735,1675,3,
9873,4761,1,
9873,4106,1,
9873,5060,3,
9873,4597,2,
10463,1022,3,
10463,3495,3,OP lyrics
10463,4960,7,"OP ""Baby☆Seven Flight colors"""
10463,606,7,"Insert song ""happy≧pain"""
10463,1058,5,
10463,1058,1,
10463,6221,3,
10463,1199,3,BGM
10463,2880,2,
10463,4609,3,"Insert song, ED lyrics"
10463,2243,3,OP
10463,1556,7,"ED ""My Treasure Ship"""
10480,9740,5,
10480,9740,1,
10480,13049,4,
10480,6837,2,
10480,7649,3,
10567,105,7,"OP ""Miracle ☆ Story"""
10567,5067,4,
10567,4595,2,
10567,10587,3,"BGM, OP"
10567,10469,5,
10567,10469,1,
11145,4459,2,
11145,3582,2,
11342,14842,2,Assistant writer
11342,21062,2,
