trait_id,trait_name,trait_alias,description
1737,Live Sex Chat,Live Porn Chat\nOnline Sex Chat\nVideo Sex Chat\nLive Sex Webcam Chat\nSex Over the Internet,"This character uses a text or video chat to communicate with the sexual partner through the Internet. This kind of sexual activity is intended to bring sexual pleasure to one or all chat participants via dirty sexual fantasies, online striptease, simultaneous masturbation in front of webcam, etc."
1738,Casual Sex,Hooking Up\nRecreational Sex\nNo Strings Attached Sex,"This character engages in [url=http://en.wikipedia.org/wiki/Casual_sex]casual sex[/url], sexual activity outside the context of a romantic relationship. This may include extramarital sex, sex in casual dating, one-time encounters, promiscuous sex, or sex in the absence of any emotional attachment, which can include swinging."
1739,Suspension Bondage,Suspended Sex\nSuspended BDSM,This character has sex while being suspended above the floor. Apply this trait on the bound partner.\n[url=http://en.wikipedia.org/wiki/Suspension_bondage]Suspension bondage[/url] is a form of sexual bondage where a bound person is hung from one or more overhead suspension points.
1740,Stuck-in-Wall Sex,Wall fucking\nStuck in concrete block sex\nStuck in wall sex,"A character with this trait is involved with at least one scene in which sexual activity/activities takes place while (s)he is stuck in a wall or a concrete block.\n\nIn the [url=https://s.vndb.org/sf/04/83504.jpg]common version[/url] of this sexual act the wall separates the body of the person being stuck in two around the waist zone, because the body is usually bended like in the doggy style sex position, leaving the [url=https://s.vndb.org/sf/02/83502.jpg]face and chest[/url] on one side and the [url=https://s.vndb.org/sf/03/83503.jpg]buttocks and legs[/url] on the other. A person stuck in this way can than be sexually assaulted from one or both sides.\n\nSome extreme version of this tag consider being completely [url=https://s.vndb.org/sf/05/83505.jpg]stuck on concrete block[/url] leaving out from the block just face, anus and pussy."
1741,Fist Claws,Tiger claws\nBagh nakh,"[url=http://www.swordsswords.com/images/products/detail/Skull_Bones_Gauntlet_Style_Hand_Claws.jpg]Fist claws[/url] is a claw-like weapon designed to fit over the knuckles or be concealed under and against the palm. It consists of two or more curved blades affixed to a crossbar or glove, and is designed to slash through skin and muscle. \n\nFist claws is categorized under the fist weapon class."
1742,Shikigami,Spirit servant\nSpirit familiar,"A [url=http://en.wikipedia.org/wiki/Shikigami]shikigami[/url] (spirit servant) is a spirit that can be summoned and controlled by a [url=https://vndb.org/i388]onmyouji[/url], like familiar are summoned by warlocks in occidental witchcraft. \nShikigami's are invisible to the majority of people but they can assume physical human or animal form if ordered by the onmyouji.\n\nShikigami must be conjured during a complex ceremony and their power is connected to the spiritual force of their master. If the evoker is well introduced and has lots of experience, his Shikigami can possess animals and even people and manipulate them. But if the evoker is careless, his shikigami may get out of control in time, gaining its own will and consciousness. In this case the shikigami will raid its own master and kill him in revenge. Normally shikigami are conjured to exercise risky orders for their masters, such as spying around, stealing and enemy tracking."
1743,Sloppy,Sleazy\nSlovenly\nUnkempt\nCasual\nCareless,"This character lacks of elegance, neatness and order. They're rarely watching their appearance, being unfamiliar with the mirror, and their apartment is in a mess most of the time."
1744,Pink Rotor,Egg Rotor\nVibro Egg\nBullet Vibe\nBullet Vibrator\nピンクローター\n卵ローター,"This character is caressed with small egg-shaped vibrator, which is traditionally called ""pink rotor"" in Japan. They can be either hard-wired or remote-controlled. Vibro egg is designed to stimulate the nipples, clitoris and other erogenous zones. Although this type of vibrators is not intended to be inserted into vagina or anus due to lack of water resistance, sometimes they're used that way.\n\n[url=https://s.vndb.org/sf/72/82772.jpg]NSFW example[/url]"
1745,Mary Jane,Doll Shoes\nMary Janes,"[URL=http://en.wikipedia.org/wiki/Mary_Jane_%28shoe%29]Mary Jane[/URL] is an American term for a closed, low-cut shoe with one or more straps across the instep.\n\nClassic Mary Janes are typically made of black leather or patent leather, have one thin strap fastened with a buckle or button, a broad and rounded toebox, low heels, and thin outsoles."
1747,Loner,Lone Wolf,This character has a [url=http://en.wikipedia.org/wiki/Lone_wolf_%28trait%29]lone wolf[/url] type personality.
1748,Underweight,,"This character is [url=http://en.wikipedia.org/wiki/Underweight]underweight[/url].\n\nUnderweight is a term describing a human whose body weight is considered too low to be healthy. A person may be underweight due to genetics, metabolism, lack of food (frequently due to poverty), or illness."
1749,Loafers,Slip-on Shoes,"A character with this trait wear loafers.\n\n[URL=http://en.wikipedia.org/wiki/Slip-on_shoe]Loafers[/URL] are typically low, lace-less shoes. The style most commonly seen, known as a loafer or slippers in American culture, has a moccasin construction. A less casual, earlier type of loafer is made with side gussets. These shoes have elasticated inserts on the side which allow the shoe to be easily removed but remain snug when worn."
1750,Kilt,,"This character wears a [url=http://en.wikipedia.org/wiki/Kilt]kilt[/url], a knee-length non-bifurcated skirt-type garment with pleats at the rear, originating in the traditional dress of men and boys in the Scottish Highlands of the 16th century. Since the 19th century it has become associated with the wider culture of Scotland in general, or with Celtic (and more specifically Gaelic) heritage even more broadly. It is most often made of woollen cloth in a tartan pattern."
1751,Confinement,Detention\nImprisonment\nIncarceration,"This character [url=http://dictionary.reference.com/browse/confine]confines[/url] someone.\n\nConfinement is to shut or keep a person in a small closed space and prevent that person from leaving this place because of imprisonment, illness, discipline, etc."
1752,Oni,,"This character is an [url=http://en.wikipedia.org/wiki/Oni]oni[/url].\n\nOni are creatures from Japanese folklore, variously translated as demons, devils, ogres or trolls. They are popular characters in Japanese art, literature and theatre.\n\nNot to be confused with a western style [url=https://vndb.org/i498]Demon[/url]."
1753,Nunchaku,Chainsticks\nnunchuks\njuan-tuo\nchuka sticks\nヌンチャク,"The [url=http://en.wikipedia.org/wiki/Nunchaku]nunchaku[/url] is a traditional Okinawan martial arts weapon consisting of two sticks connected at one end by a short chain or rope. The two sections of the weapon are commonly made out of wood, while the link is a cord or a metal chain. \n\nModern-day nunchaku can be made from metal, wood, plastic or fibreglass.The nunchaku is most widely used in martial arts such as Okinawan kobudō and karate. Many varieties of nunchaku are available."
1754,Butt Plug,Anal Plug,"A [url=http://en.wikipedia.org/wiki/Butt_plug]butt plug[/url] is a sex toy that is designed to be inserted into the rectum for sexual pleasure. In some ways, they are similar to a dildo, but they tend to be shorter, and must have a flanged end to prevent the device from being lost inside the rectum.\n\nButt plugs come in a variety of colors, shapes, sizes, and textures. Some are designed to look like penises, while some are ribbed or wavy. The majority, however, are shaped, having a thin tip which is wider in the middle, a notch to hold it in place once it is inserted, and a flared base to prevent complete insertion into the rectum. Some plugs are designed (long, flexible and curved) to penetrate the sigmoid colon.\n\nButt plugs are made of a variety of materials, the most common being latex. Other materials used include silicone, neoprene, wood, metal, glass, stone, and many other materials."
1755,Forced Marriage,,"The character is forced into a marriage that is not by his or her choice, is something they are opposed to actually doing, and would not consent to under normal circumstances. Reasons can vary between being sold into marriage against their will, parents forcing them to get married to someone (possibly under threat), or for some other reason.\n\nThis trait also counts if it was attempted but not successfully completed (such as the ceremony being interrupted for some reason). What matters is opposition to the marriage and being forced to go along with it."
1756,Charismatic,,"A character with this trait is a charismatic person.\n\n[URL=http://www.oxforddictionaries.com/definition/english/charisma]Charisma[/URL] is defined as the ""compelling attractiveness or charm that can inspire devotion in others"".\n\nCharismatic people are charming, friendly and extroverted people with great social skills. They tend to be good public speakers and street smart."
1757,Mother-in-law,mother in law,This character is the mother of another character's spouse.
1758,Witch Hat,Witch's Hat\nWitches' Hat\nWitches Hat,"A [url=http://en.wikipedia.org/wiki/Witch_hat]witch hat[/url], in popular culture, is the style of hat characterized by a conical crown and a wide brim (like akubras and gats), usually worn by fictional characters like witches or sorcerers.\n\nDepending upon the material in which the hat is made, the crown may regularly be observed in a flexed, bent or crumpled condition."
1759,Lamia,Snake girl,"A [url=http://monstergirlencyclopedia.wikia.com/wiki/Lamia]Lamia[/url] is a monster with the upper torso of a human woman and the lower half of a snake. Known for living with their own kind in small villages or living stealthily in human settlements, they are extremely intelligent and individualistic.\n\nThis monster origins are rooted in [url=http://en.wikipedia.org/wiki/Lamia]greek mythology[/url] were she is a mistress of the god Zeus, causing Zeus' jealous wife, Hera, to kill all of Lamia's children and transform her into a monster that hunts and devours the children of others."
1760,Werecat,Were-cat,"A [url=http://monstergirlencyclopedia.wikia.com/wiki/Werecat]werecat[/url] is a monster similar to a [url=https://vndb.org/i706]werewolf[/url] but with the characteristics of a cat instead of a wolf. They are sneaky, athletic and friendly creatures.\n\nThey’re generally harmless monsters most of the time, but they will be in heat every few months, when they will become incredibly violent and force human males they like into having sex with them."
1761,Being in Heat,Estrus cycle,"[url=http://en.wikipedia.org/wiki/Estrous_cycle]Estrus cycle[/url] is the period of maximum sexual receptivity that the female of most mammals, excluding humans, experience just prior to ovulation.\n\nIn species/monsters with estrous cycles, females are generally only sexually active during the estrus phase of their cycle. This is also referred to as being ""in heat""."
1762,Mandragora,Alraune\nMandrake,"A mandragora is [url=http://monstergirlencyclopedia.wikia.com/wiki/Mandragora]plant monster[/url] in the form of a woman with roots and a [url=http://it.wikipedia.org/wiki/Mandragora]mandragora[/url] on top of the head. \n\nThe parts corresponding to the roots are buried deep within the earth. They only push out the flower on their head to the surface of the ground. They wait for their prey, which is lured by the sweet fragrance released from the flower petals, to come and pull them up."
1763,Slime,Slime girl,"A [url=http://monstergirlencyclopedia.wikia.com/wiki/Slime]slime[/url] is semi-liquid monster, with a flexible half-transparent body that can change into various forms. They are intelligent enough to speak, but their thoughts are simple, and they instinctively wander around in search of human men who will end up as their prey.\n\nA slime monster can grow upon feeding and duplicate himself originating a smaller copy. Various kind/color of slime monster exists every one with his own characteristics: bubble slime, red slime, dark slime, queen slime, sea slime, ecc..."
1764,Arachne,Spider girl,"An [url=http://monstergirlencyclopedia.wikia.com/wiki/Arachne]arachne[/url] is a bug type monster, with the lower body of a [url=http://en.wikipedia.org/wiki/Spider]spider[/url] and the upper body of a human, that dwells in dark places such as caves and deep within forests. They have high intelligence, but most of them are lustful and belligerent. Since they have high physical abilities, they are very dangerous creatures.\n\nThey make sticky thread inside their body and use it to make a net-like web, and surprisingly, they're proficient in sewing.\nTheir main body and threads are weak to fire."
1765,Mimic,Treasure chest monster,"A [url=http://monstergirlencyclopedia.wikia.com/wiki/Mimic]mimic[/url] is a monsters that disguise himselves as treasure chests, waiting to leap out and attack unsuspecting adventurers. Since they set a trap by mimicking treasure chests, they usually live in places such as towers and caves, or other places where someone would likely find a treasure.\n\nEven though mimics seems affected by substantial practical problems about ergonomics and locomotion, they have powerful illusion, teleportation, and pocket-dimension-hopping abilities."
1766,Scales,,"This character's skin is covered or partially covered by [url=http://en.wikipedia.org/wiki/Scale_(anatomy)]scales[/url].\n\nA scale is a small rigid plate that grows out of an animal's skin to provide protection and coloration. Scales are common amongst reptiles (snakes, dragons), fish and insects. Various types of scales exists according to shape and to class of animal."
1767,Magic Wand,Hitachi Magic Wand,"This character is penetrated or otherwise sexually teased by a magic wand. \n\nA [url=http://en.wikipedia.org/wiki/Hitachi_Magic_Wand]Magic Wand[/url] is an electrical, mains-powered vibrating massager, manufactured for relieving tension and relaxing sore muscles. The device is well known for its use as a vibrator, and as a masturbation aid for women, because it functions effectively as a clitoral vibrator and is able to bring women to clitoral orgasm.\n\nBecause of the Magic Wand's popularity, various aftermarket attachments with differences in colour, pattern of studs, and material, became available to purchase."
1768,Triple Boobjob,Triple Titfuck\nTriple Paizuri\nTriple Mammary Intercourse,A triple boobjob is performed on this character. Apply i1664 to the performing characters.\n\nThis is a sexual act in which three women rub their breasts against each other with a man's penis in the middle of them.\n\n[url=https://s.vndb.org/sf/95/119095.jpg]NSFW Example[/url]
1770,Enchainment,Bind in Chain\nEnshackle,"Enchainment is the process in which a person is usually binded in chain with the usual intention of torture and confine. The trait can also be used if chains are connected to handcuffs, shackles and other similarly conceived restraint devices that function in a similar manner.\n\nThis trait should not be used in place of i1194 because this trait does not involve sex; it could be used in conjuction though if needed. \nIn case of pillory or stocks use the specific trait (i1678)."
1771,Son-in-law,,The character is male and is married to someone else's child becoming that person's son-in-law.
1772,Blanket,,"A [url=http://en.wikipedia.org/wiki/Blanket]blanket[/url] is a type of bedding, generally speaking, a large piece of cloth, intended to keep the user warm, especially while sleeping or laying down. \n\nBlankets are generally used for warmth and comfort and usually they are made of wool."
1773,X-Cross,Saint Andrew's Cross\nCrux Decussata\nX-Frame \nSaltire Cross,"The [url=http://en.wikipedia.org/wiki/Saint_Andrew%27s_Cross_%28BDSM%29]X-cross[/url], St. Andrew's Cross, Crux decussata, X-frame or saltire cross is a common piece of equipment in BDSM dungeons. It typically provides restraining points for ankles, wrists, and waist. When secured to a saltire, the subject is restrained in a spreadeagle position.\n\nThe submissive may be attached to the cross with either the back or front facing the cross. Being restrained facing the cross is the position often used for whipping. Being attached with one's back to the cross is usually more of a sexual bondage position or used for sexual teasing."
1774,Buttjob,,This character performs a buttjob. Apply i1775 to the receiving character.\n\nA buttjob is a sexual act where a woman or man uses their buttocks to stimulate the penis. It is similar to boobjob and does not include any anal or vaginal penetration by itself.\n\n[url=https://s.vndb.org/sf/01/119101.jpg]NSFW Example[/url]
1775,Buttjob,,A buttjob is performed on this character. Apply i1774 to the performing character.\n\nA buttjob is a sexual act where a woman or man uses their buttocks to stimulate the penis. It is similar to boobjob and does not include any anal or vaginal penetration by itself.\n\n[url=https://s.vndb.org/sf/01/119101.jpg]NSFW Example[/url]
1776,Mitre,Miter,"The [url=http://goo.gl/je3GqL]mitre[/url] is a type of headgear now known as the traditional, ceremonial head-dress of bishops and certain abbots in the Roman Catholic Church, as well as in the Anglican Communion, some Lutheran churches, and also bishops and certain other clergy in the Eastern Orthodox churches, Eastern Catholic Churches and the Oriental Orthodox Churches. The Metropolitan of the Malankara Mar Thoma Syrian Church also wears a mitre during important ceremonies such as the Episcopal Consecration."
1777,Wedge Sandals,,"This characters wears wedge sandals.\n\n[url=https://www.korkys.ie/wedges]Wedge sandals[/url] are high heeled [url=https://vndb.org/i456]sandals[/url] with the sole in the form of a wedge so that one piece of material, normally cork or rubber, serves as both the sole and the heel."
1778,Armpit Sex,,Armpit sex is performed on this character. Apply i1779 to the performing character.\n\nArmpit sex is a non-penetrative sexual act where the penis is thrust inside a woman's armpit.\n\n[url=https://s.vndb.org/sf/03/119103.jpg]NSFW Example[/url]
1779,Armpit Sex,,This character performs armpit sex. Apply i1778 to the receiving character.\n\nArmpit sex is a non-penetrative sexual act where the penis is thrust inside a woman's armpit.\n\n[url=https://s.vndb.org/sf/03/119103.jpg]NSFW Example[/url]
1780,Paw Gloves,,This character wears [url=http://www.animena.com/images/201005/goods_img/2333_P_12740177565685.jpg]paw gloves[/url].\n\nA paw glove is a garment covering the hand in the shape of an animal paw. Paw gloves are usually weared during kemonomimi cosplay.
1781,Shoejob,Bootjob\nHeeljob,"This character performs a shoejob. Apply i1782 to the receiving character.\n\nA shoejob is the act of rubbing shoes or boots on a partner genitalia to stimulate or excite them. In most cases, the performer uses their shoes or boots to rub a man's penis. This is a sexual practice similar to [url=https://vndb.org/i606]footjob[/url] but wearing shoes or boots.\n\n[url=https://s.vndb.org/sf/01/23101.jpg]Example NSWF[/url]"
1782,Shoejob,Bootjob\nHeeljob,"A shoejob is performed on this character. Apply i1781 to the performing character.\n\nA shoejob is the act of rubbing shoes or boots on a partner genitalia to stimulate or excite them. In most cases, the performer uses their shoes or boots to rub a man's penis. This is a sexual practice similar to footjob but wearing shoes or boots.\n\n[url=https://s.vndb.org/sf/01/23101.jpg]Example NSFW[/url]"
1783,Feet Licking,,Feet licking is performed on this character. Apply i1784 to the performing character.\n\nFeet licking is a non-penetrative sexual act where the feet of a person are licked by someone.\n\n[url=https://s.vndb.org/sf/87/35887.jpg]NSFW Example[/url]
1784,Feet Licking,,This character licks the feet of another person. Apply i1783 to the receiving character.\n\nFeet licking is a non-penetrative sexual act where the feet of a person are licked by someone.\n\n[url=https://s.vndb.org/sf/87/35887.jpg]NSFW Example[/url]
1785,Balls Sucking,Balls Licking\nTea Bag,This character sucks the balls of another person. Apply i1786 to the receiving character.\n\nBalls sucking is a non-penetrative sexual act where the balls of a person are sucked by someone.\n\n[url=https://s.vndb.org/sf/33/23633.jpg]Example NSFW[/url]
1786,Balls Sucking,Balls Licking\nTea Bag,Balls sucking is performed on this character. Apply i1785 to the receiving character.\n\nBalls sucking is a non-penetrative sexual act where the balls of a person are sucked by someone.\n\n[url=https://s.vndb.org/sf/33/23633.jpg]Example NSFW[/url]
1788,Harpy,,"An [url=http://monstergirlencyclopedia.wikia.com/wiki/Harpy]harpy[/url] is a bird type monster, with the body of a girl and the legs of a bird, with big bird-like wings. Harpies can fly and for this reason boies are usually light and small.\n\nExcept for mating season, when they become aggrssive, harpies have bright and cheerful personalities."
1789,Feathers,,"This character skin is covered or partially covered by [url=http://en.wikipedia.org/wiki/Feather]feathers[/url].\n\nFeathers are epidermal growths that form the distinctive outer covering, or plumage, on birds. They aid in flight, thermal insulation, waterproofing, and coloration that helps in communication and protection."
1790,Hellhound,,"A [url=http://en.wikipedia.org/wiki/Hellhound]hellhound[/url] is a supernatural dog. Hellhounds have mangled black fur, glowing red eyes, super strength or speed, ghostly or phantom characteristics, and a foul odor. In cultures that associate the afterlife with fire, hellhounds may have fire-based abilities and appearance. \n\nThey are often assigned to guard the entrances to the world of the dead, such as graveyards and burial grounds, or undertake other duties related to the afterlife or the supernatural, such as hunting lost souls or guarding a supernatural treasure. In European legends, seeing a hellhound or hearing it howl may be an omen or even a cause of death.\n\n[url=http://monstergirlencyclopedia.wikia.com/wiki/Hellhound]Hellhound monster girls[/url] exhist too and they are ferocious, bold, selfish and untamable by man."
1791,Shin Guard,Shin Pad,A [url=http://en.wikipedia.org/wiki/Shin_guard]shin guard[/url] or shin pad is a piece of equipment worn on the front of a player’s shin to protect them from injury. These are commonly used in sports for protective protection measures.
1792,Medusa,,"In Greek mythology [url=http://en.wikipedia.org/wiki/Medusa]Medusa[/url] was a monster, a Gorgon, generally described as having the face of a hideous human female with living venomous snakes in place of hair. Gazing directly into her eyes would turn onlookers to stone. \n\nFamous is the story about Medusa beheaded by the hero Perseus, who thereafter used her head, which retained its ability to turn onlookers to stone, as a weapon until he gave it to the goddess Athena to place on her shield.\n\n[url=http://monstergirlencyclopedia.wikia.com/wiki/Medusa]Monster girls medusa[/url] exists too, they are an high level type of [url=https://vndb.org/i1759]lamia[/url], having in common the same appearance: upper body of a human woman and the lower body of a snake.They differ from normal lamias as they possess the ability to cause the body of whomever they make eye contact with to harden like stone."
1794,Monster Girl,,"[url=http://knowyourmeme.com/memes/subcultures/monster-girls]Monster Girls[/url] are a special type of [url=http://en.wikipedia.org/wiki/Mythic_humanoids]humanoid[/url] where the anthropomorphic character is a mix between a creature (both real and fictional) and a human. Which means some body parts/limbs of a creature has generally been added or switched on a human body. Most of them are an human torso on the top of a monster bottom body. One of the general rule is to keep the face and torso area human. The human is usually a female, though some rare male examples exist.\n\nThe umbrella terminology of monster girl can include certain types of personifications of monsters from video games, movies, books and so forth, like vampires, trolls, succubus... \nMythological creatures such as fox girls or other types of humanoid creatures are often included and so forth.\n\nFetishism involving around monster girls is referred to as [url=https://vndb.org/g2205]teraphilia[/url]."
1795,Beelzebub,Fly Monster Girl,"A [url=http://monstergirlencyclopedia.wikia.com/wiki/Beelzebub]beelzebub[/url] is a bug type monster, with the body of a girl and the legs of a fly, with big fly-like wings. Beelzebubs can fly and for this reason bodies are usually light and small.\n\nBeelzebubs are referred to as ""Lord of the flies"" and ""Lord of gluttony"" since their lust and appetite are extremely ravenous."
1796,Stinger,Sting,"This character has a [url=http://en.wikipedia.org/wiki/Stinger]stinger[/url].\n\nA stinger, or sting, is a sharp organ found in various animals capable of injecting venom, usually by piercing the skin of the victim. Technically, a stinger is the part of an insect or animal that holds a sting, where a sting is the pointed organ, but in common language those terms are used interchangeably.\n\nWell-known animals with sitngers are: hornets, some ants, centipedes, and scorpions."
1797,Jiangshi,Jiang Shi\nChiang Shi\nKang Shi\nGeungsi,"A [url=http://en.wikipedia.org/wiki/Jiangshi]jiangshi[/url] is a chinese [url=https://vndb.org/i487]vampire[/url]/[url=https://vndb.org/i1393]zombie[/url]. Jiangshi literally translates to 'stiff corpse'. It is a horrific creature that usually hops along, and when it comes across a victim it will suck the life force (in Chinese, ""qi"") out of them.\n\nThe jiangshi is said to be raised by a necromancer, or when the soul of a dead man cannot leave his body due to reasons in life, such as they were a horrible troublemaker, or if they commit suicide. The body looks different due to when they were raised. If they are raised soon after death, their appearance looks almost like a normal human, however if they have decomposed some time before they come to life, they can look horrific and ghastly.\n\nUsually they are described as a pale white colour with furry green hair, moss, or mold growing on their flesh. The Jiang Shi also has pale, long white, messy hair atop their heads. They are said to have extremely long tongues and black, sharp fingernails, and they walk along with their arms outstretched."
1799,Cancer,Crab Monster Girl,"A [url=http://monstergirlencyclopedia.wikia.com/wiki/Cancer]cancer[/url] is a crustacean type monster, with the upper body of a woman, a lower body covered in a hard shell, and one of their five pairs of crab legs have become giant pincers.\n\nCancers usually live near water, such as oceans, seashores, and rivers as normal crabs do."
1800,Multiple Eyes,,"This character has more than two eyes. This may be due to their non-human nature (extraterrestrial, monster, monster girl, android) or due to a mutation (genetic experiment, mutant)."
1803,Oira,,"This character uses ""oira"", one of the [url=http://en.wikipedia.org/wiki/Japanese_pronouns]Japanese pronouns[/url] for ""I"", to address themselves.\n""Oira"" is similar to ""ore"", but more casual. May give off sense of more country bumpkin."
1804,Peace Sign Ahegao,Double Peace Sign Ahegao\nV Sign Ahegao\nW Sign Ahegao,This character is depicted with the facial expression called [url=https://vndb.org/i946]ahegao[/url] while doing a [url=http://en.wikipedia.org/wiki/V_sign]V sign[/url] (peace sign) with the fingers of one hand or a double V sign with both hands.\n\nDouble Peace Sign Ahegao (also known as W Sign Ahegao) it's also abbreviated in [url=http://g.e-hentai.org/g/581355/1d1c939056/?p=1]AWP[/url]: (A) Ahegao - (W) Double V - (P) Sign Peace\n\n[url=https://s.vndb.org/sf/56/84856.jpg]NSFW Example: V Sign Ahegao[/url]\n[url=https://s.vndb.org/sf/09/85309.jpg]NSFW Example: W Sign Ahegao[/url]
1805,Canteen,,"A [url=http://en.wikipedia.org/wiki/Canteen_(bottle)]canteen[/url] is a drinking water bottle designed to be used by hikers, campers, soldiers and workers in the field. It is usually fitted with a shoulder strap or means for fastening it to a belt, and may be covered with a cloth bag and padding to protect the bottle and insulate the contents."
1806,Premier,Prime Minister\nChief Minister\nChief Executive\nPresident of the Government\nChancellor,"[url=http://en.wikipedia.org/wiki/Premier]Premier[/url] is a title for the head of government in some countries, states and sub-national governments. A second in command to a premier is designated as a vice-premier or deputy premier."
1808,Animal Pelt,,"This character wears an animal pelt as clothing.\n\nAn animal pelt is obtained by skinning an animal.\nPeople wearing animal pelts, not for cosplay, but as an everyday outfit are considered indigenous, barbaric and uncivilized."
1809,Blazer,,"A character with this trait wears or has worn a blazer.\n\nA [URL=http://en.wikipedia.org/wiki/Blazer]blazer[/URL] is a type of jacket resembling a suit coat, but cut more casually. Blazers often have naval-style metal buttons to reflect their historic association as jackets worn by boating club members.\n\nBlazers are often part of a uniform that denotes, for example, an airline's employees, students of a particular school, members of yachting and rowing clubs, and athletes on a particular team."
1810,Nurarihyon,,"[url=http://en.wikipedia.org/wiki/Nurarihyon]Nurarihyon[/url] is a Japanese youkai, considered to be the leader of all youkai. He is usually depicted as an old man with a gourd-shaped head and wearing a kesa. \n\nThe Nurarihyon will sneak into someone's house while they are away, drink their tea, and act as if it is their own house. Because it looks human, anyone who sees him will mistake him for the owner of the house, making it very hard to expel him."
1811,Nurikabe,ぬりかべ,"The [url=http://en.wikipedia.org/wiki/Nurikabe]nurikabe[/url] is a [url=https://vndb.org/i622]youkai[/url], or spirit, from Japanese folklore. It manifests as a wall that impedes or misdirects walking travelers at night. Nurikabe's main ability is that it can change its form and expand itself.\n\nTrying to go around is futile as it extends itself forever, but knocking on the lower left part of the wall makes it disappear. It has been suggested that the legend was created to explain travellers losing their bearings on long journeys."
1812,Daidarabotchi,だいだらぼっち\nMyhical Giant,"[url=http://yokai.wikia.com/wiki/Daidarabotchi]Daidarabotchi[/url] is a gigantic youkai from Japanese mythology, sometime said to pose as a mountain range when sleeping. \n\nHis size was so great his footprints were said to have created in numerable lakes and ponds. He is the responsible for the Japanese geography, since he is able to move mountains and leave them wherever he wants."
1813,Water Gun,Squirt Gun\nWater Pistol\nWater Blaster,"A [url=https://en.wikipedia.org/wiki/Water_gun]water gun[/url] is a type of toy gun designed to shoot water or liquid in science terms. Similar to water balloons, the primary purpose of the toy is to soak another person in a game such as water warfare."
1814,Yamata no Orochi,Orochi\nEight-Forked Serpent\n八岐の大蛇,"[url=http://en.wikipedia.org/wiki/Yamata_no_Orochi]Yamata no Orochi[/url] is a gigantic dragon/serpent with eight heads and eight tails and red eyes. Its body is long enough to cover eight peaks and valleys, and it's covered with moss and trees. Its belly is inflamed and smeared with blood."
1815,Kama,Sickle\nKai,"The [url=http://en.wikipedia.org/wiki/Kama_(weapon)]kama[/url] is a traditional Filipino and Japanese farming implement similar to a sickle used for reaping crops and also employed as a weapon. The kama is often included in weapon training segments of karate, silat and in some Chinese martial arts and can be used singly or in pairs."
1816,Autobukkake,Autofacial,"This character ejaculates onto their own face or body, often multiple times, covering themself in their own semen."
1817,Massage,,"[url=http://en.wikipedia.org/wiki/Massage]Massage[/url] involves working and acting on the body with pressure – structured, unstructured, stationary, or moving – tension, motion, or vibration, done manually or with mechanical aids. Massage can be applied with the hands, fingers, elbows, knees, forearm, feet, or a massage device. Massage can promote relaxation and well-being, can be a recreational activity, and can be sexual in nature."
1818,Naked Ribbon,,This character wears ribbons and nothing else.\n[url=https://s.vndb.org/sf/22/85322.jpg]Example[/url]
1820,Fur Coat,Fluffy Coat\nFurry Coat,This character wears a [url=http://en.wikipedia.org/wiki/Fur_clothing]fur coat[/url].
1821,Pubic Hair,,This character has [url=https://en.wikipedia.org/wiki/Pubic_hair]pubic hair[/url] and it is visible in some scenes.
1822,Jewish,,"This character is Jewish. [url=http://en.wikipedia.org/wiki/Jews]Jews[/url] are an ethnoreligious and ethno-cultural group originating from the Israelites of the Ancient Near East.\n\nThis trait is about a character's cultural/racial heritage, not necessarily their religious belief. For religious practitioners of Judaism, please also use the [url=/i873]religious[/url] trait."
1823,Sex in a Vehicle,Vehicle Sex\nCar Sex\nTrain Sex\nBoat Sex\nPlane Sex\nMile High Club,"This character has sex in a vehicle; a car, a plane, a boat, a train, etc."
1824,Popsicle,Ice pop\nIce lolly,This character is seen with a [url=http://en.wikipedia.org/wiki/Ice_pop]popsicle[/url].
1825,Latex Gloves,Medical gloves\nRubber gloves,"This character wears [url=http://en.wikipedia.org/wiki/Medical_glove]medical[/url] and/or [url=http://en.wikipedia.org/wiki/Rubber_glove]rubber gloves[/url].\n\nMedical gloves are disposable gloves used during medical examinations and procedures that help prevent contamination between caregivers and patients. Medical gloves are made of different polymers including latex, nitrile rubber, vinyl and neoprene.\n\nRubber glove's primary purpose is protection of the hands while performing tasks involving chemicals. Rubber gloves can be worn during dishwashing to protect the hands from detergent and allow the use of hotter water."
1826,Bathroom Sex,,"This character has sex in a bathroom, be it public or private."
1827,Discreet Sex,,"This character engages in sexual activity done in discreet from third-person audience(s) unaware of the act. e.g. caressing partner's genitals under the table, sex where one of the participant is invisible, etc.\n\nUnlike exhibitionism which draws sexual pleasure by exposing the act to an audience, discreet sex focuses on doing the sexual act publicly but discreetly where the audience knows nothing of what really is going on.\n\nNote: See [url=https://vndb.org/i1193]Sex in front of an Audience[/url] for when the audience is fully aware of the act."
