vn_id,staff_id,position,note
10090,4596,scenario,
10090,9001,art,
10091,64,songs,"OP ""Hana ga Saku Machi de"", ED ""Kimi to Miru Yume"""
10091,64,staff,OP lyrics
10091,97,music,OP & ED
10091,314,music,BGM
10091,1393,songs,"Insert song ""Love Elkrone"""
10091,4707,scenario,Assistant writer (side quests)
10091,4907,scenario,Ralph's route & additional scenario
10091,4913,scenario,
10091,8161,chardesign,
10091,8161,art,
10091,11721,scenario,Assistance
10091,14781,scenario,Assistant writer (side quests)
10092,1948,scenario,
10092,8450,music,
10092,12229,art,
10094,7567,art,Narga Soubi
10094,9314,art,Kirin Soubi
10094,9347,scenario,
10094,9348,staff,Planning
10094,9437,art,Azul Soubi
10098,4898,chardesign,Original Plan
10098,4905,scenario,
10099,3499,director,
10099,3499,staff,"Planning, scenario supervision, scripting"
10099,5070,scenario,
10099,5280,art,Background
10099,5281,art,Background
10099,5282,art,
10099,7257,staff,Background material supply
10099,8440,staff,Design works
10100,3155,scenario,Hina Route
10100,3698,scenario,Ruka Route
10100,19837,art,
10101,1582,art,
10101,2837,scenario,
10101,3800,scenario,
10101,3809,music,
10102,3800,scenario,
10102,3809,music,BGM
10102,7268,art,
10102,14593,music,"OP ""Wish My Happiness"""
10103,995,director,
10103,995,staff,"Production {Lilith-Izm08 ~Nobushito Black Izm~}, Planning and Original Draft {*MISAO - Legend of the Humiliated Ninja -* Another Story}"
10103,1078,staff,Demo movie
10103,1083,scenario,*Magical Girl Fairy Knights* Another Story
10103,1083,staff,Original Draft {*Magical Girl Fairy Knights* Another Story}
10103,1143,art,
10103,1165,staff,Production
10103,1224,scenario,"*MISAO - Legend of the Humiliated Ninja -* Another Story, *Me and Saeko and the Seduction Emails* Another Story"
10103,1224,staff,"Original Draft {*MISAO - Legend of the Humiliated Ninja -* Another Story, *Me and Saeko and the Seduction Emails* Another Story}}"
10104,3966,scenario,
10104,11552,songs,"OP ""Grimm the Bounty hunter"""
10105,2538,chardesign,
10105,2538,art,
10105,3966,scenario,
10105,11697,songs,"OP ""24 Ji no Kane to Cinderella"""
10106,13604,scenario,
10106,13604,staff,Planning
10106,13605,chardesign,
10106,21600,art,
10106,21601,music,
10106,21602,art,
10106,21603,art,Backgrounds
10106,21604,art,Backgrounds
10106,21605,art,Backgrounds
10109,1127,songs,"ED ""secret base ~Kimi ga Kureta Mono~"""
10109,2984,songs,"ED ""secret base ~Kimi ga Kureta Mono~"""
10109,7194,music,
10109,7316,songs,"ED ""secret base ~Kimi ga Kureta Mono~"""
10109,23925,songs,"OP ""Aoi Shiori"""
10112,1786,music,"BGM, SE"
10112,8463,chardesign,
10112,8463,art,Main artist
10112,14165,art,Colouring
10115,313,music,"BGM, ""Breakbeat"" arrangement"
10115,388,songs,"Image song ""Breakbeat"""
10115,388,staff,Breakbeat lyrics
10115,2020,scenario,
10115,2020,staff,Scenario supervision; uncredited
10115,4706,scenario,
10115,4894,chardesign,
10115,4894,art,
10115,5183,music,BGM
10115,5184,music,ED composition and arrangement
10115,6061,staff,OP & ED lyrics
10115,7276,music,"BGM, OP & ""Breakbeat"" composition and arrangement"
10115,7277,music,BGM
10115,7441,music,BGM
10115,8579,music,BGM
10115,9549,art,Background art
10115,10582,staff,Planning assistance
10115,10653,director,
10115,10653,staff,"Plot, setting"
10115,11281,staff,"Plot, mystery supervision"
10115,13707,music,BGM
10115,14848,staff,Line producer
10115,16016,songs,"OP ""Jet Coaster Rendevous"", ED ""Kimi to"""
10115,18213,scenario,
10115,18214,scenario,
10115,18245,staff,Executive producer
10115,18266,scenario,
10115,18267,art,SD
10115,18268,staff,Planning assistance
10115,18269,staff,Cooperation
10116,4935,scenario,
10116,6398,art,
10116,8493,staff,Planning
10117,1118,scenario,
10117,5614,art,
10118,6398,art,
10118,8492,scenario,
10118,8493,staff,Planning
10118,11998,staff,"Coloring, design"
10118,24316,staff,Background
10118,24323,staff,Coloring
10118,24325,staff,Programming
10119,17242,scenario,
10119,17253,art,
10120,18090,chardesign,
10120,18090,staff,Animation director
10121,8573,chardesign,
10121,8573,art,
10121,8573,staff,Animation director
10121,10383,art,Poster art assistance
10121,18090,art,
10122,8640,music,
10122,18089,art,Animation
10122,18484,chardesign,
10122,18484,staff,Animation director
10123,1020,music,"Insert song, ED"
10123,1020,songs,"ED ""Morning Glory ~Eikou no Asa~"""
10123,1022,music,Sound production
10123,1630,songs,"OP ""Smile"""
10123,2475,scenario,
10123,3102,scenario,
10123,4301,staff,OP movie
10123,4552,staff,OP lyrics
10123,6058,music,Insert song
10123,6603,music,ED
10123,6604,music,"OP composition and arrangement, ED composition"
10123,17105,art,
10123,18786,songs,"Insert song ""Got it!!"""
10124,5445,art,
10125,3026,art,
10125,3028,scenario,
10126,3026,art,
10126,3028,scenario,
10128,3417,scenario,
10128,13226,scenario,
10128,16334,art,
10130,1785,music,
10130,2659,chardesign,
10130,2659,art,
10130,3107,scenario,
10130,13163,director,
10131,7694,art,
10133,4146,scenario,
10133,7417,art,
10134,4166,art,
10134,5369,scenario,
10134,7098,music,
10134,7135,music,
10135,23996,art,
10136,14949,art,
10137,5165,music,
10137,5636,art,
10137,5644,scenario,
10138,14857,art,
10140,10139,music,
10141,959,music,
10141,9008,scenario,
10141,13100,art,
10142,4340,art,
10142,4495,scenario,
10142,6365,scenario,
10142,16390,staff,Executive producer (PS1)
10142,16778,staff,Program assistant (PS1)
10142,18035,staff,Sales (PS1)
10144,1055,art,
10144,4679,scenario,
10145,3081,scenario,
10145,12762,music,
10145,15732,art,
10146,11011,scenario,
10152,4812,music,
10152,9333,art,
10153,12705,art,
10154,3417,scenario,
10154,7786,music,
10154,9463,songs,"OP ""Dokidoki Patapata"""
10154,16334,art,
10155,1393,songs,"OP ""Tobira (Door) no Mukou e"""
10155,2154,music,"BGM, OP composition, arrangement"
10155,8560,art,
10155,8561,scenario,
10155,11035,staff,OP lyrics
10158,4964,art,
10158,10144,scenario,
10159,3207,music,
10159,8490,scenario,
10159,9000,art,
10159,9088,scenario,
10160,4308,scenario,
10160,5627,art,
10160,6214,scenario,
10161,8375,scenario,
10161,8375,art,
10162,124,songs,"OP ""DAY BY DAY"" and ED ""Komorebi Loop"""
10162,161,songs,"OP ""DAY BY DAY"" and ED ""Komorebi Loop"""
10162,2084,music,
10162,3839,scenario,
10162,6873,chardesign,
10162,9567,scenario,
10164,3529,art,
10164,6006,scenario,
10164,6894,director,
10164,7869,music,
10164,15511,chardesign,Enemies
10164,15511,art,Graphics
10165,9969,scenario,
10165,9969,director,
10165,9969,art,
10167,7232,scenario,
10167,7232,staff,"Project, Original Draft"
10167,8525,art,
10167,8529,scenario,
10169,2158,music,
10169,3604,director,
10169,3604,staff,"Original draft, planning"
10169,4421,art,
10169,5043,scenario,
10170,2628,scenario,
10170,3042,chardesign,
10171,2492,scenario,
10171,2659,chardesign,"Gizumo, Shikiko"
10171,2659,art,
10171,2901,music,BGM
10171,4042,chardesign,"Yui, Yuzu"
10171,4042,art,
10171,4169,chardesign,Kotoko
10171,4169,art,
10172,6516,music,
10173,8375,scenario,
10173,8375,art,
10173,25406,music,
10174,11026,art,
10174,14264,scenario,
10176,19121,chardesign,
10176,19316,music,
10176,19404,director,
10176,19405,chardesign,
10176,19406,staff,Coloring
10176,19407,scenario,
10177,3882,music,
10177,4149,scenario,
10177,4432,scenario,
10177,6441,music,
10177,7846,art,
10177,9270,scenario,
10178,2746,songs,"OP ""Happy-happy!"""
10178,19780,chardesign,
10178,19780,art,
10180,2099,songs,"OP ""Romantic Heart"" and Insert song ""Little Witch's Heart ver.R"""
10180,15420,chardesign,
10181,258,songs,"OP ""Nagisa no Happy Vacances"""
10181,15066,chardesign,
10182,185,songs,"OP ""Detonator!"", ED ""Hayate no Yukue"""
10182,506,music,"OP, ED"
10182,539,staff,"Program, script"
10182,1446,scenario,
10182,1446,staff,"Original concept, planning"
10182,4163,staff,Movie
10182,6326,staff,Movie
10182,6547,music,BGM
10182,7750,chardesign,
10182,7750,art,
10182,10011,staff,"Program, script"
10182,11843,staff,CG
10182,11845,staff,CG
10182,11846,staff,CG
10182,14950,staff,Logo design
10182,14951,director,
10182,14951,staff,PR
10184,11515,scenario,
10184,11529,art,
10185,1900,scenario,
10185,2189,music,
10185,2438,songs,"Theme song ""Kyouryuu Shoujo"""
10185,2439,art,
10186,2285,art,
10186,3925,scenario,
10186,8303,music,
10186,8715,director,
10188,6989,art,
10189,3021,songs,"OP ""Youkoso! Himitsu no Janbaraya!?"", ED ""Dokkin Mankanzenseki"""
10189,22533,chardesign,
10189,22533,art,
10189,22534,music,"OP, ED"
10190,3949,scenario,
10190,3949,director,
10190,7104,music,
10190,11441,art,
10190,13226,scenario,
10190,19020,music,
10192,2854,staff,Planning and supervision
10192,3815,scenario,
10192,4056,music,"BGM, OP"
10192,8704,director,
10192,8774,art,
10192,16005,songs,"OP ""DAY BY DAY"""
10193,7905,scenario,
10193,7905,director,
10193,8320,music,
10193,8322,songs,"OP ""fruity kiss -Motto Chukaku de-"""
10193,15130,art,
10193,15131,art,
10194,6693,art,
10199,7406,scenario,
10203,1060,art,
10203,4308,scenario,
10203,4344,scenario,Assistant Writer
10203,7232,staff,"Project, Original Draft"
10203,8638,scenario,
10205,19584,scenario,
10205,23890,art,
10206,2746,songs,"ED ""Inishie no Monogatari ~Onitama~"""
10206,2774,songs,"OP ""Shizuku ~Shizuku~"""
10206,3715,scenario,
10206,6856,music,OP and ED
10206,14596,director,
10206,22048,chardesign,
10206,22048,art,
10207,540,scenario,
10207,540,staff,Scenario supervision
10207,1332,music,
10207,2079,chardesign,
10207,2079,art,
10207,2605,songs,"OP ""Ai, Itsumademo"""
10208,4511,art,
10208,4512,scenario,
10209,2679,scenario,
10209,4779,art,
10210,3938,staff,Special thanks
10210,5935,chardesign,
10210,5935,art,
10210,7513,scenario,
10210,7513,director,
10210,13724,music,BGM
10211,1749,staff,"Planning, Producer"
10211,1827,music,
10211,3081,scenario,
10211,4209,director,CG Supervision
10211,9185,chardesign,
10211,9185,art,
10211,9186,director,
10212,448,songs,"OP ""Ai"", ED ""Meromero To Night"""
10212,1174,songs,"OP ""Ai"""
10212,1696,songs,"OP ""Ai"""
10212,3926,scenario,
10212,4191,scenario,
10212,7201,scenario,
10213,2154,music,
10213,14438,art,
10213,16469,chardesign,
10213,16469,staff,Animation director
10215,2154,music,
10215,10383,art,
10215,16469,chardesign,
10215,18482,chardesign,Guest character design
10216,457,scenario,Yuria's route
10216,1056,art,
10216,1601,songs,"OP ""Eromero Chiyuuchuu"""
10216,1607,director,
10216,1607,staff,Planning
10216,3537,scenario,
10216,4033,songs,"OP ""Eromero Chiyuuchuu"""
10216,4191,scenario,
10216,4670,songs,"OP ""Eromero Chiyuuchuu"""
10216,5841,music,OP arrangement
10216,6015,songs,"OP ""Eromero Chiyuuchuu"""
10216,6894,music,"OP composing, lyrics"
10216,7258,music,BGM
10217,105,songs,"Theme song ""BIRTH"""
10217,3535,scenario,
10217,10587,music,Theme song
10217,13202,director,
10217,15385,scenario,
10218,3580,art,
10218,3934,scenario,
10218,3934,staff,ED lyrics
10218,5753,songs,"OP ""Komorebi no Kioku"""
10218,5753,staff,OP lyrics
10218,5754,songs,"ED ""Kohakuiro no Kururu"""
10218,11586,music,OP
10219,8994,art,
10219,16530,scenario,
10220,2449,scenario,
10220,9622,art,
10222,3752,art,
10222,4607,scenario,
10224,2837,scenario,
10224,3800,scenario,
10224,3809,music,BGM
10224,9280,art,
10225,3490,scenario,
10225,3764,art,
10226,4597,scenario,
10226,5060,music,
10226,16793,art,
10227,9270,scenario,
10227,9278,art,
10227,9407,music,
10227,9408,art,
10229,1332,music,
10229,2605,songs,"OP ""Aishikute Koishikute"""
10229,4197,scenario,
10229,16899,art,
10230,2958,scenario,
10230,3585,music,
10231,410,songs,"OP ""Limited Love"", First ED ""HANABI"""
10231,827,staff,Executive producer
10231,999,songs,"Second ED ""Tsukigen"""
10231,1017,music,Sound effects
10231,2227,art,
10231,2501,scenario,
10231,2504,staff,General producer
10231,2507,scenario,
10231,3064,music,First ED arrangement
10231,3566,music,BGM
10231,3567,scenario,
10231,3567,chardesign,
10231,3567,staff,"OP lyrics, planning, game design"
10231,4709,songs,"First ED ""HANABI"", Insert song ""Ten no Kurenai"""
10231,7375,music,"OP, First ED & Insert song composition"
10231,8330,staff,First ED lyrics
10231,11681,scenario,Supervision (assistance)
10231,11681,chardesign,
10231,11681,art,Sprites art and CG supervision
10231,11681,staff,Voice acting supervision assistance
10231,13567,scenario,Chapter #3
10231,23164,scenario,Chapter #1
10232,9280,art,
10233,1675,music,
10233,1677,music,
10233,2091,scenario,
10233,2091,staff,"Planning, system, script"
10233,3941,music,
10233,4643,chardesign,
10233,4643,art,
10234,432,songs,"OP ""Steps"""
10234,982,scenario,Assistant writer
10234,985,music,
10234,5369,scenario,
10234,11550,art,
10234,11908,art,
10234,13389,art,
10235,4382,scenario,
10235,18690,chardesign,
10235,18690,art,
10235,21639,music,
10236,6183,scenario,
10236,14627,art,
10237,105,songs,"OP ""Shine Ring"", 2nd OP ""Rebirth ∞ Impact"""
10237,1023,music,Songs
10237,1078,staff,Movie
10237,1332,music,BGM
10237,3341,art,
10237,3515,art,
10237,3516,scenario,
10237,3516,staff,Planning
10237,3517,scenario,
10237,4850,art,Sub
10237,5191,chardesign,
10237,5191,art,SD
10237,5193,scenario,Assistant Writer
10237,5193,director,
10237,5193,staff,Planning
10237,5735,staff,Script
10238,363,songs,"ED ""SO SWEET"""
10238,378,scenario,Suzu's route
10238,719,songs,"OP ""One-Chance!!"""
10238,742,songs,"OP ""One-Chance!!"""
10238,742,staff,OP lyrics
10238,1023,music,BGM
10238,1063,scenario,
10238,2901,music,"BGM, OP, ED"
10238,2958,scenario,
10238,3770,chardesign,
10238,3770,art,Also SD art
10238,4163,staff,OP Movie
10238,5893,scenario,Assistant writer
10238,6294,scenario,
10238,8136,staff,Producer
10238,11142,director,
10239,1078,staff,OP movie
10239,1272,chardesign,"Mai, Hotaru, Mikako, Misuzu"
10239,1272,art,
10239,2261,music,OP & ED composition
10239,2734,songs,"ED ""Manatsu no Time Capsule"""
10239,2758,songs,"OP ""Natsu Koi Escalation"""
10239,3234,chardesign,"Riko, Hibiki, Kousuke, Wataru, Kyouka"
10239,3234,art,
10239,3530,staff,Lyrics
10239,6800,music,"BGM, OP arrangement, ED composition & arrangement"
10240,417,songs,"Theme song ""Love Kero Panic!"""
10240,1866,art,
10240,2189,music,
10240,2439,art,
10240,2500,art,
10240,2544,art,
10240,3493,art,
10240,4340,art,
10240,8424,art,
10240,8459,art,
10240,8508,art,
10240,8681,art,
10241,9383,art,
10241,23019,scenario,
10242,2120,music,
10242,4672,scenario,
10242,5051,art,
10242,6010,scenario,
10243,8861,scenario,
10244,130,songs,"OP Eternal Melodia"", Insert songs ""Rakuen no Sou"", ""Fortissimo Sky"", ""Blaze On"", ED ""Rainbow Circle"", True End ED ""Sincerely Symphony"""
10244,354,songs,"ED ""Rainbow Circle"""
10244,454,songs,"OP Eternal Melodia"", Insert songs ""Realize"", ""Shiny Butterfly"", ""Blaze On"", ED ""Rainbow Circle"", True End ED ""Sincerely Symphony"""
10244,1023,music,
10244,1097,songs,"ED ""Rainbow Circle"""
10244,1180,songs,"ED ""Rainbow Circle"""
10244,2174,music,"OP, Insert song ""Blaze on"","
10244,2505,scenario,
10244,2757,music,"Insert songs ""Fortissimo Sky"", ""Rakuen no Sou"""
10244,2876,chardesign,
10244,2876,art,
10244,2877,art,SD
10244,2878,scenario,
10244,2879,scenario,
10244,2879,staff,"Original concept, planning"
10244,2901,music,ED
10244,3565,music,True End ED composition
10244,4208,staff,Movie
10244,5995,music,True End ED arrangement
10244,7014,music,"Insert songs ""Shiny Butterfly"", ""Realize""s"
10244,8330,staff,"OP, Insert songs ""Fortissimo Sky"", ""Realize"" & True End ED lyrics"
10244,10176,staff,"Insert song ""Blaze on"", ED lyrics"
10245,2490,scenario,
10245,5196,art,
10246,2490,scenario,
10246,5196,chardesign,
10246,5196,art,
10246,7191,music,
10246,15660,director,
10247,2490,scenario,
10247,5196,chardesign,
10247,5196,art,
10247,5196,staff,Producer
10247,7191,music,
10247,15660,director,
10249,991,art,
10249,995,staff,Producer
10249,1077,staff,Vectorial animations
10249,1078,staff,Demo movie
10249,1121,staff,Graphic
10249,1125,music,BGM
10249,1165,staff,Producer
10249,1224,scenario,Assistant writer
10249,1252,director,
10249,1277,scenario,
10249,1277,staff,"Planning, Original Draft"
10249,1679,art,Backgrounds
10249,2772,music,OP
10249,7163,staff,OP Execution
10249,7225,songs,"OP ""Last Note"""
10251,3490,scenario,
10251,4931,art,
10253,1606,scenario,
10253,3715,scenario,
10253,3814,art,
10253,6856,music,
10255,2538,chardesign,
10255,3964,art,
10255,3965,art,
10255,3966,scenario,
10255,3967,scenario,
10257,7692,art,
10257,7693,scenario,
10258,4568,music,
10258,8558,scenario,
10258,8559,scenario,
10258,12665,art,
10259,24745,art,
10260,4190,scenario,
10260,4753,art,
10261,1118,scenario,
10261,12301,music,
10261,18606,chardesign,
10261,18606,art,
10262,6060,art,
10263,221,scenario,
10263,8687,art,
10264,221,scenario,
10264,8687,art,
10264,18888,scenario,
10264,18889,scenario,
10265,8685,scenario,
10265,8687,art,
10265,18890,music,
10266,8395,chardesign,
10266,8395,art,
10267,742,music,ED Theme Lyrics
10267,1022,music,BGM
10267,3273,scenario,
10267,6028,staff,Planning and Drafts
10267,6058,music,ED Theme
10267,6603,music,"BGM, ED Theme"
10267,9271,songs,"OP ""Pure Heart"""
10268,2092,scenario,
10268,2092,director,
10268,2189,music,
10268,4641,songs,"ED ""Devotion"""
10268,18633,chardesign,
10268,18633,art,
10269,7692,art,
10271,760,songs,"OP ""Love Love ☆ Revolution"""
10271,1658,music,"OP, ED"
10271,2616,staff,"Logo design, design work"
10271,2965,music,BGM
10271,3345,scenario,
10271,4816,scenario,
10271,4846,chardesign,
10271,4846,art,
10271,4847,chardesign,
10271,4847,art,
10271,5596,scenario,
10271,5837,songs,"ED ""Sora ni Saku"""
10271,5844,staff,Colouring assistance
10271,6253,scenario,
10271,9705,art,Colouring
10272,1880,songs,"OP ""Requ≠iem"""
10272,2553,chardesign,
10272,2553,art,
10272,9954,staff,OP lyrics
10272,9959,music,OP
10273,111,songs,"Thoth's Insert song ""Judgment"""
10273,161,songs,"Anubis' Insert song ""Tip Tap"""
10273,182,songs,"OP ""Lunar Maria"", Hades' insert song ""Taenai Inori"", ED ""Akatsuki no Wadachi"""
10273,182,staff,ED lyrics
10273,270,songs,"Balder's Insert song ""I bless you"""
10273,421,songs,"Loki's Insert song ""Liar"""
10273,1023,music,Music production
10273,2174,music,"OP arrangement, composition & arrangement of Apollon's and Tsukito's insert songs"
10273,2757,music,"Balder's and Anubis' insert songs, ED"
10273,3565,music,"OP composition, lyrics"
10273,3839,scenario,Partial
10273,3898,songs,"Apollon's Insert song ""Hikari no Naka"""
10273,4695,songs,"Takeru's Insert song ""Chikai"""
10273,4898,chardesign,
10273,4898,art,
10273,7014,music,Loki's Insert song
10273,8692,songs,"Tsukito's Insert song ""Hitohira"""
10273,11721,scenario,Partial
10273,18363,scenario,Partial
10274,3033,art,
10275,9008,scenario,
10275,18781,chardesign,
10275,18781,art,
10276,4597,scenario,
10276,4761,art,
10276,5060,music,
10279,3003,songs,"PC OP ""Zekkai no Akaki Hoshi"""
10279,3830,music,PSV OP
10279,3979,songs,"PSV OP ""Gareki Requiem"""
10279,4705,scenario,
10279,4705,staff,PC and PSV OP lyrics
10279,7305,scenario,
10279,12304,chardesign,
10279,12304,art,
10281,1431,music,
10281,7836,art,
10281,17505,scenario,
10282,11964,scenario,
10282,11966,art,
10282,11972,art,
10282,11973,art,
10282,11975,art,
10282,11976,art,
10282,11977,art,
10282,11978,art,
10282,11979,art,
10282,18384,music,
10283,2372,music,
10283,15710,art,
10284,3467,music,
10284,3715,scenario,
10285,719,songs,"OP ""Kurenai Mau"""
10285,1391,music,"BGM, OP composition"
10285,2175,songs,"ED ""Yumesaki Kagura"""
10285,2175,staff,ED lyrics
10285,2989,music,"OP lyrics, composition"
10285,3496,chardesign,
10285,3496,art,
10285,5751,music,OP arrangement
10285,8098,scenario,
10285,9011,music,ED composition
10288,12,songs,"ED ""Pure Blossom"""
10288,600,songs,"ED ""Pure Blossom"""
10288,719,songs,"OP ""call to me, call for you"""
10288,801,songs,"ED ""Pure Blossom"""
10288,1877,music,Sound effects
10288,5076,art,
10288,5585,staff,Movie
10288,5801,scenario,
10288,5801,staff,Planning
10288,7015,music,BGM
10288,7156,music,"ED composition, arrangement & lyrics"
10288,7158,music,ED composition
10288,7258,staff,Audio production
10288,7387,music,"OP composition, arrangement & lyrics"
10288,9217,director,
10288,10643,songs,"ED ""Pure Blossom"""
10289,2020,scenario,Assistant writer
10289,2205,music,OP
10289,2827,songs,"OP ""Tsuki no Namida"" and ED ""Namae no Nai Hana"""
10289,4703,chardesign,
10289,4703,art,
10289,5006,music,OP arrangement/BGM
10289,10656,director,
10289,13567,scenario,
10290,12316,scenario,
10290,12316,art,
10290,12316,staff,Planning
10291,24019,art,
10291,24020,scenario,
10293,3142,chardesign,
10293,3142,art,
10293,4789,scenario,
10294,4342,scenario,
10294,9255,art,
10295,2624,art,
10295,4342,scenario,
10297,12705,art,
10298,4509,chardesign,
10298,4509,art,
10298,4510,scenario,
10298,4518,music,
10299,1093,music,
10299,1093,songs,"ED ""erase"""
10299,3724,music,"OP composition, arrangement"
10299,3724,staff,OP lyrics
10299,19648,scenario,
10299,20056,scenario,
10299,25627,art,
10299,25628,scenario,
10299,25629,scenario,
10300,5195,art,
10300,8912,scenario,
10300,8912,director,
10300,9499,music,
10302,3170,scenario,
10302,5656,art,
10302,7459,scenario,
10302,11358,music,
10303,1509,art,
10303,3123,scenario,
10304,717,songs,"First OP ""Koi Saku Mirai"", Second OP ""Distance"""
10304,1949,songs,"ED ""Koikaze Hirari"""
10304,2377,songs,"True ED ""Kimi to Ita Sekai"""
10304,2380,staff,Lyrics
10304,2847,chardesign,
10304,2847,art,SD
10304,2884,songs,"ED ""Koikaze Hirari"""
10304,2890,songs,"ED ""Koikaze Hirari"""
10304,3878,chardesign,
10304,3878,art,
10304,5585,staff,OP & ED movie production
10304,5660,staff,Producer
10304,5732,music,True ED
10304,5749,staff,Movie
10304,5999,staff,Movie
10304,8830,songs,"ED ""Koikaze Hirari"""
10304,10192,staff,Sound director
10304,12522,director,
10304,12604,scenario,
10304,12881,music,First OP
10304,19858,staff,Programming
10305,8375,scenario,
10305,8375,art,
10305,9311,music,
10307,26287,chardesign,Nakagawa Suzume
10307,26287,art,
10308,15056,scenario,
10308,15056,director,
10308,18742,art,
10308,24746,songs,"Theme song ""Satsui no Shunkan"""
10309,1222,scenario,
10309,2734,music,OP lyrics
10309,3108,songs,"OP ""Heart! Kyunkyun★"""
10309,9277,art,
10309,9598,scenario,
10309,11480,music,
10309,11481,music,OP composition
10309,11482,music,OP arrangement
10314,1060,art,
10315,2196,music,"OP, ED"
10315,9499,music,
10315,20370,scenario,
10316,4597,scenario,
10316,4761,art,
10316,5060,music,
10317,1794,staff,Graphics
10317,3535,scenario,
10317,6894,staff,Planning
10317,9414,staff,Graphics
10317,13681,chardesign,
10317,13681,art,
10317,13681,staff,Graphics
10317,23173,director,Voice director
10317,23174,staff,Voice producer
10317,25988,staff,Graphics
10317,25990,staff,Graphics
10317,25991,staff,Graphics
10317,25992,staff,Graphics
10317,25993,staff,Graphics
10317,25994,staff,"Script, support, voice data creation"
10317,25995,music,
10317,25995,staff,Voice recording
10318,8401,art,
10319,10561,scenario,
10321,1184,chardesign,
10321,1184,art,
10322,6216,art,
10322,9625,scenario,
10323,1677,music,
10323,7189,staff,Special thanks
10323,11244,staff,Special thanks
10323,15151,scenario,
10323,15151,art,
10323,15151,staff,Planning
10324,459,music,"BGM, OP"
10324,1078,staff,Demo movie
10324,1483,songs,OP
10324,1598,scenario,Assistant writer
10324,3489,scenario,
10324,6081,scenario,
10324,6418,scenario,
10324,7918,music,OP lyrics
10324,8100,art,
10324,8101,art,
10324,26311,scenario,
10325,1604,scenario,
10325,2491,scenario,
10325,3101,art,
10325,3102,scenario,
10325,3103,songs,"OP ""Uranai Isamu! Blood Band"""
10325,4316,art,
10325,4366,art,
10325,5914,staff,OP movie
10325,7905,staff,Scenario supervision
10325,15062,staff,Special thanks
10326,4208,staff,OP movie
10326,8657,chardesign,
10326,8657,art,
10326,12345,scenario,
10326,12346,music,"BGM, OP ""First step!!"""
10328,4597,scenario,
10328,4761,art,
10328,4762,music,
10329,407,staff,Testing
10329,727,scenario,
10329,727,art,"Backgrounds, CG"
10329,3142,art,Side characters
10329,3142,staff,"CG, testing"
10329,3205,music,
10329,3206,director,
10329,6511,chardesign,
10329,6511,art,
10329,9616,staff,Program
10329,12427,staff,"CG, testing"
10329,14391,staff,"CG, testing"
10329,14901,scenario,
10329,14902,staff,"Planning, producer"
10330,246,songs,"ED ""Koi Uta"""
10330,4153,music,
10330,9008,scenario,
10330,18781,art,
10332,23172,scenario,
10332,23224,art,
10333,1189,songs,"OP ""Itsudemo Love Tension"""
10333,2628,scenario,
10333,3041,music,
10333,6809,chardesign,
10333,6809,art,
10335,244,songs,"OP ""Haruka ~Sora-fuu~"", insert song ""Kono Yoru ni"""
10335,2380,songs,EDs
10335,2486,scenario,
10335,5596,scenario,Yuunagi and Aoi routes
10335,5596,staff,"Voice direction, scenario adjustment"
10335,13719,music,
10336,3708,art,
10336,4458,scenario,
10336,4460,scenario,
10336,4618,music,BGM (TONAKAI sound works)
10336,6819,art,
10336,12591,art,
10337,1841,art,
10337,6086,songs,"OP ""SPARK!"""
10337,14806,scenario,
10338,1677,music,
10338,1677,art,
10338,2090,scenario,
10338,9149,staff,CG
10339,23846,art,
10341,690,songs,"Insert song ""Love you..."""
10341,782,staff,PSV OP lyrics
10341,785,songs,"PSV OP ""LOVELY SMILE"""
10341,2488,scenario,Assistant writer
10341,3410,scenario,
10341,3415,music,BGM
10341,3722,scenario,
10341,3910,art,
10341,3912,art,Assistant artist
10341,4095,art,
10341,4138,scenario,
10341,4155,music,OP
10341,4160,songs,"OP ""Pure Love, True Love"""
10341,4163,staff,Movie
10341,4422,director,
10341,6743,staff,"OP, insert song lyrics"
10341,13951,staff,Editing
10342,1078,staff,Movie
10342,1332,music,BGM
10342,2447,scenario,
10342,2945,songs,"OP ""Hashiru Sekai to Bokura no Mirai"""
10342,2945,staff,OP lyrics
10342,4155,music,OP & ED
10342,5022,music,BGM
10342,10867,art,
10343,3882,music,"Theme Song Composition, arrangement, lyrics"
10343,4968,art,
10343,6441,music,BGM
10343,6548,songs,"Theme Song ""I~~ de Desho?!"""
10343,9088,scenario,
10343,9295,scenario,
10343,13470,staff,"Producer, CG"
10343,14793,scenario,
10347,911,chardesign,
10347,911,art,
10347,913,scenario,
10347,913,staff,Scripting
10349,9383,art,
10349,23019,scenario,
10350,3342,music,
10350,8681,art,
10351,5075,music,
10351,8368,chardesign,
10351,8368,art,
10351,13997,scenario,
10352,7395,art,
10352,7396,scenario,
10353,3769,art,
10353,13323,scenario,
10354,4158,music,
10354,7087,scenario,
10354,8375,art,
10354,9590,director,
10355,7846,art,
10356,2372,music,
10356,4069,scenario,
10356,5643,art,
10357,2874,scenario,
10357,3764,art,
10358,3980,music,
10358,5680,scenario,
10358,7140,art,
10359,3331,chardesign,
10359,3331,art,
10359,3864,scenario,
10359,3865,scenario,
10359,4609,music,
10362,1598,scenario,Assistant writer
10362,1783,music,
10362,1853,music,"OP composition, arrangement, lyrics"
10362,6406,art,
10362,6661,director,
10362,7514,chardesign,
10362,7515,chardesign,
10362,9161,songs,"OP ""touch the phantom"""
